user id,product id,Interaction type,Time stamp,user id ,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Year Month,YearMonth,Segment_x,Segment_y,Segment
539.0,93f9547c8ade66eb42934011c318f9e0,purchase,2023-09-12 08:00:00.000000,539.0,539,27.0,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,Yes,43.0,Cash,Weekly,2023-09,2023-09,Low,Low,Low
540.0,efe905e97d20aaf830f4ac451b230ac1,view,2023-10-12 08:00:00.000000,540.0,540,49.0,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4.0,Yes,Store Pickup,Yes,Yes,49.0,Debit Card,Weekly,2023-10,2023-10,Medium,Medium,Medium
541.0,0cd25752c56def154e9919e71217031f,like,2023-11-12 08:00:00.000000,541.0,541,49.0,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,Yes,33.0,Cash,Every 3 Months,2023-11,2023-11,Low,Low,Low
542.0,4dd0765795a35d8f6250da5d56dce607,purchase,2023-12-12 08:00:00.000000,542.0,542,52.0,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,45.0,Cash,Bi-Weekly,2023-12,2023-12,Low,Low,Low
559.0,727186c2f311e0a8116633be8411fd93,like,2023-01-01 00:00:00.000000,559.0,559,50.0,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43.0,Debit Card,Every 3 Months,2023-01,2023-01,High,High,High
564.0,bb73dcf116b625ee294970951b6a5f55,purchase,2023-01-01 10:00:00.000000,564.0,564,61.0,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16.0,Debit Card,Quarterly,2023-01,2023-01,High,High,High
565.0,539ed3efe7862680a8feb8bf2718d2f5,view,2023-02-01 10:00:00.000000,565.0,565,67.0,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30.0,Bank Transfer,Weekly,2023-02,2023-02,Medium,Medium,Medium
566.0,e87dd1fcbb133c80b2c89687e8edf739,like,2023-03-01 10:00:00.000000,566.0,566,59.0,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10.0,Venmo,Weekly,2023-03,2023-03,Low,Low,Low
567.0,e62e033094221892fb6caefbbf81397f,view,2023-04-01 10:00:00.000000,567.0,567,55.0,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1.0,Debit Card,Fortnightly,2023-04,2023-04,High,High,High
568.0,9bbf377ffb579f99c442d7985af045f2,like,2023-05-01 10:00:00.000000,568.0,568,21.0,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,Yes,24.0,Venmo,Fortnightly,2023-05,2023-05,Medium,Medium,Medium
569.0,2ca852f75453280fd74e1ce8841fbd80,like,2023-06-01 10:00:00.000000,569.0,569,44.0,Male,Pants,Clothing,88,Utah,L,Red,Summer,4.0,Yes,Free Shipping,Yes,Yes,36.0,PayPal,Monthly,2023-06,2023-06,High,High,High
570.0,b0afcea9fcaad5acfc8158231e319581,purchase,2023-07-01 10:00:00.000000,570.0,570,65.0,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46.0,Credit Card,Every 3 Months,2023-07,2023-07,Low,Low,Low
571.0,2259a76efa7fe554a68e881a12958aec,view,2023-08-01 10:00:00.000000,571.0,571,65.0,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20.0,Cash,Annually,2023-08,2023-08,High,High,High
572.0,9386b26d1b9f851e63cfd3b41ffb13f9,like,2023-09-01 10:00:00.000000,572.0,572,54.0,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37.0,Venmo,Weekly,2023-09,2023-09,High,High,High
573.0,1eefd4a9f26e2d87c4c6313fae4a9806,purchase,2023-10-01 10:00:00.000000,573.0,573,56.0,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26.0,Bank Transfer,Annually,2023-10,2023-10,High,High,High
574.0,0317f1c0995643ad222ccf3ad5e48b14,purchase,2023-11-01 10:00:00.000000,574.0,574,58.0,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23.0,Credit Card,Bi-Weekly,2023-11,2023-11,Medium,Medium,Medium
575.0,24f9f7e193c6571e7b597bdf79ad7504,view,2023-12-01 10:00:00.000000,575.0,575,54.0,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20.0,Bank Transfer,Bi-Weekly,2023-12,2023-12,High,High,High
588.0,ab5b28d061997722e77ec3a24b90ee17,like,2023-10-10 08:00:00.000000,588.0,588,29.0,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48.0,Debit Card,Every 3 Months,2023-10,2023-10,High,High,High
589.0,d2b917cd9fbe4a9e80a6b8586d6d5204,like,2023-11-10 08:00:00.000000,589.0,589,47.0,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3.0,Yes,Standard,Yes,Yes,9.0,Debit Card,Quarterly,2023-11,2023-11,Medium,Medium,Medium
590.0,6f97293a7ce6f78a3eaaf6eaaa3ea3d4,purchase,2023-12-10 08:00:00.000000,590.0,590,28.0,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40.0,PayPal,Annually,2023-12,2023-12,Medium,Medium,Medium
610.0,38ef557fcd34dd8be43120efebd0629f,like,2023-01-11 08:00:00.000000,610.0,610,51.0,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49.0,Credit Card,Fortnightly,2023-01,2023-01,Medium,Medium,Medium
611.0,e2068e3b6d8566f0f4a175c26b65db3e,view,2023-02-11 08:00:00.000000,611.0,611,53.0,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27.0,Bank Transfer,Every 3 Months,2023-02,2023-02,Medium,Medium,Medium
612.0,406ce50d5ea33c0ad82f787f2697cc30,like,2023-03-11 08:00:00.000000,612.0,612,43.0,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19.0,Cash,Monthly,2023-03,2023-03,Low,Low,Low
613.0,46df1381b7dccff517a272bdb4b727e5,like,2023-04-11 08:00:00.000000,613.0,613,67.0,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33.0,Credit Card,Quarterly,2023-04,2023-04,Low,Low,Low
614.0,5bef396827c8a7d0b2e1d0bdd698002b,purchase,2023-05-11 08:00:00.000000,614.0,614,61.0,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46.0,Cash,Bi-Weekly,2023-05,2023-05,Medium,Medium,Medium
615.0,5caaf089f37595fdc5333946fcd0c56e,view,2023-06-11 08:00:00.000000,615.0,615,68.0,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,21.0,Credit Card,Bi-Weekly,2023-06,2023-06,High,High,High
616.0,9ba26b43016cba318f40cccb1a816d47,like,2023-07-11 08:00:00.000000,616.0,616,67.0,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23.0,Venmo,Annually,2023-07,2023-07,High,High,High
617.0,ce8029f5d8f4a4e0f99ae6187fae74b5,purchase,2023-08-11 08:00:00.000000,617.0,617,29.0,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38.0,Credit Card,Every 3 Months,2023-08,2023-08,Medium,Medium,Medium
618.0,719f2de9289b1fc7e6d90ac50bdddc23,purchase,2023-09-11 08:00:00.000000,618.0,618,50.0,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2.0,Bank Transfer,Quarterly,2023-09,2023-09,Medium,Medium,Medium
619.0,75cee6637016dcdc96260946913551b1,view,2023-10-11 08:00:00.000000,619.0,619,61.0,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Express,Yes,Yes,21.0,Debit Card,Bi-Weekly,2023-10,2023-10,High,High,High
620.0,0a369def7c5324420c12d74ee0bb0b1c,like,2023-11-11 08:00:00.000000,620.0,620,19.0,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1.0,Debit Card,Every 3 Months,2023-11,2023-11,Low,Low,Low
621.0,8d78447af25f8b12fa76ad2617898627,view,2023-12-11 08:00:00.000000,621.0,621,33.0,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10.0,Venmo,Every 3 Months,2023-12,2023-12,High,High,High
640.0,2e294ff92299c1a5a4de339e01d213e7,view,2023-01-12 08:00:00.000000,640.0,640,54.0,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,50.0,Credit Card,Annually,2023-01,2023-01,Low,Low,Low
641.0,7d628ba3b390414d16da7a2b9029801e,like,2023-02-12 08:00:00.000000,641.0,641,53.0,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28.0,Debit Card,Fortnightly,2023-02,2023-02,High,High,High
642.0,870b1970e9328e5123a78fe4e4417e79,purchase,2023-03-12 08:00:00.000000,642.0,642,47.0,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23.0,Credit Card,Every 3 Months,2023-03,2023-03,High,High,High
643.0,198651a0f2df856435f4e7401d2329ca,purchase,2023-04-12 08:00:00.000000,643.0,643,64.0,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14.0,Debit Card,Bi-Weekly,2023-04,2023-04,Low,Low,Low
644.0,187dcf4510d85b0035b8e2a428228126,view,2023-05-12 08:00:00.000000,644.0,644,18.0,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10.0,Bank Transfer,Every 3 Months,2023-05,2023-05,Medium,Medium,Medium
645.0,716d4aadb5afd2f2c7adee9add863c03,like,2023-06-12 08:00:00.000000,645.0,645,68.0,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37.0,Cash,Weekly,2023-06,2023-06,High,High,High
646.0,0b0fc61bd7c7471f4f10bb3f64f3cd81,view,2023-07-12 08:00:00.000000,646.0,646,62.0,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15.0,Venmo,Bi-Weekly,2023-07,2023-07,Low,Low,Low
647.0,87fab8bbe3e8f7ae3f57816abfd588c8,like,2023-08-12 08:00:00.000000,647.0,647,51.0,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19.0,Venmo,Bi-Weekly,2023-08,2023-08,Medium,Medium,Medium
648.0,ec10c55bf1e07fad674423fac911c1c8,like,2023-09-12 08:00:00.000000,648.0,648,54.0,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23.0,Credit Card,Fortnightly,2023-09,2023-09,Medium,Medium,Medium
649.0,2ccf4867d742a3664af73b6875bb3453,purchase,2023-10-12 08:00:00.000000,649.0,649,22.0,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35.0,Credit Card,Weekly,2023-10,2023-10,Low,Low,Low
650.0,8b2831c6c51d3ea6da51024c8a40debc,view,2023-11-12 08:00:00.000000,650.0,650,53.0,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33.0,PayPal,Every 3 Months,2023-11,2023-11,High,High,High
651.0,df8c036ec8d40e702e853121ca734208,like,2023-12-12 08:00:00.000000,651.0,651,34.0,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12.0,Bank Transfer,Annually,2023-12,2023-12,Low,Low,Low
668.0,d83623d6a0d8941b89563920247983cb,like,2023-01-01 00:00:00.000000,668.0,668,34.0,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32.0,Bank Transfer,Quarterly,2023-01,2023-01,High,High,High
673.0,2608efa986e111813714a43dba24b085,purchase,2023-01-01 10:00:00.000000,673.0,673,59.0,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29.0,Cash,Quarterly,2023-01,2023-01,Medium,Medium,Medium
674.0,36430ef76cf85e430e011f812efd3b08,view,2023-02-01 10:00:00.000000,674.0,674,35.0,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27.0,Venmo,Bi-Weekly,2023-02,2023-02,Medium,Medium,Medium
675.0,6dd7d8c3f54ea1ed9ad958f757a2e665,like,2023-03-01 10:00:00.000000,675.0,675,48.0,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Annually,2023-03,2023-03,Low,Low,Low
676.0,3d29276bb43bb483cb809d422ba0d277,view,2023-04-01 10:00:00.000000,676.0,676,64.0,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9.0,Cash,Annually,2023-04,2023-04,High,High,High
677.0,a1829996fafee6780511930213f123d9,like,2023-05-01 10:00:00.000000,677.0,677,28.0,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38.0,Venmo,Bi-Weekly,2023-05,2023-05,Medium,Medium,Medium
678.0,effc3e452591be81ccd4bd8297048668,like,2023-06-01 10:00:00.000000,678.0,678,60.0,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41.0,PayPal,Annually,2023-06,2023-06,Medium,Medium,Medium
679.0,918686ea87ed7c9435159b21afa19b1f,purchase,2023-07-01 10:00:00.000000,679.0,679,27.0,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25.0,Debit Card,Every 3 Months,2023-07,2023-07,High,High,High
680.0,f573cfc50335ce96b33e93e26399ef08,view,2023-08-01 10:00:00.000000,680.0,680,56.0,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37.0,Venmo,Fortnightly,2023-08,2023-08,High,High,High
681.0,ae52ba51dba91bcbe1b2a4815903c40a,like,2023-09-01 10:00:00.000000,681.0,681,58.0,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3.0,PayPal,Annually,2023-09,2023-09,Low,Low,Low
682.0,5d8ef640219042434eb95d1e723d51e0,purchase,2023-10-01 10:00:00.000000,682.0,682,30.0,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24.0,Credit Card,Every 3 Months,2023-10,2023-10,Medium,Medium,Medium
683.0,6553b6b4f5a7e87832ee5c7dd64ed098,purchase,2023-11-01 10:00:00.000000,683.0,683,23.0,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,Yes,Yes,49.0,Credit Card,Bi-Weekly,2023-11,2023-11,Low,Low,Low
684.0,e0d9c3e07e03c73824e04bdd598f9004,view,2023-12-01 10:00:00.000000,684.0,684,33.0,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3.0,Bank Transfer,Monthly,2023-12,2023-12,Low,Low,Low
690.0,21c508ae798e06a19964145d278a48d7,view,2023-10-10 08:00:00.000000,690.0,690,19.0,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35.0,Credit Card,Every 3 Months,2023-10,2023-10,High,High,High
691.0,95c8b9f143733178d64a46b162b4a1ab,like,2023-11-10 08:00:00.000000,691.0,691,25.0,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45.0,Bank Transfer,Weekly,2023-11,2023-11,Medium,Medium,Medium
692.0,7d456d8ab59114a291d759a236e88dff,like,2023-12-10 08:00:00.000000,692.0,692,60.0,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37.0,PayPal,Bi-Weekly,2023-12,2023-12,Low,Low,Low
712.0,290b4c3bff96e538e6d0750c7656cda8,like,2023-01-11 08:00:00.000000,712.0,712,64.0,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13.0,Bank Transfer,Bi-Weekly,2023-01,2023-01,Medium,Medium,Medium
713.0,68e0097b8cfb244218c2d73898686033,purchase,2023-02-11 08:00:00.000000,713.0,713,42.0,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36.0,Bank Transfer,Quarterly,2023-02,2023-02,High,High,High
714.0,5a709427823bb1f3af9826484720b689,view,2023-03-11 08:00:00.000000,714.0,714,37.0,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39.0,Bank Transfer,Bi-Weekly,2023-03,2023-03,High,High,High
715.0,dce35ecf2cbbc21cf2ecb80a5d1bd25b,like,2023-04-11 08:00:00.000000,715.0,715,26.0,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Fortnightly,2023-04,2023-04,Medium,Medium,Medium
716.0,191f6783c92e290843244190c68029dd,purchase,2023-05-11 08:00:00.000000,716.0,716,33.0,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37.0,Debit Card,Quarterly,2023-05,2023-05,Medium,Medium,Medium
717.0,1f0b63f41d6e271f170dd1372f6b3032,purchase,2023-06-11 08:00:00.000000,717.0,717,30.0,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9.0,Venmo,Bi-Weekly,2023-06,2023-06,Low,Low,Low
718.0,f01417fb4287bb0adfb13da1b5988497,view,2023-07-11 08:00:00.000000,718.0,718,21.0,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7.0,Venmo,Every 3 Months,2023-07,2023-07,High,High,High
719.0,476671763094f8a5bc21d588b68e585d,like,2023-08-11 08:00:00.000000,719.0,719,22.0,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25.0,Bank Transfer,Annually,2023-08,2023-08,Low,Low,Low
720.0,b590c8d153fcec83cc12c13573f1024d,view,2023-09-11 08:00:00.000000,720.0,720,63.0,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42.0,Venmo,Bi-Weekly,2023-09,2023-09,Low,Low,Low
721.0,52c48f7082449357eb79cf7973647185,like,2023-10-11 08:00:00.000000,721.0,721,33.0,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19.0,Debit Card,Weekly,2023-10,2023-10,Medium,Medium,Medium
722.0,7d7a33fa1a0fec4f9f21ffab09abb7fb,like,2023-11-11 08:00:00.000000,722.0,722,43.0,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41.0,Debit Card,Every 3 Months,2023-11,2023-11,Medium,Medium,Medium
723.0,29374067636efcdbfdb23dfa689f7a2d,purchase,2023-12-11 08:00:00.000000,723.0,723,27.0,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50.0,Cash,Bi-Weekly,2023-12,2023-12,Low,Low,Low
742.0,4b3004d478df7f1f4428cf2ad430f6df,view,2023-01-12 08:00:00.000000,742.0,742,22.0,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23.0,Bank Transfer,Every 3 Months,2023-01,2023-01,High,High,High
743.0,e95846a4397cd254e4aab9fcb7b01618,like,2023-02-12 08:00:00.000000,743.0,743,64.0,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21.0,Debit Card,Quarterly,2023-02,2023-02,Low,Low,Low
744.0,064737e60f15ace354b84578f8a02991,like,2023-03-12 08:00:00.000000,744.0,744,21.0,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36.0,Cash,Weekly,2023-03,2023-03,High,High,High
745.0,749f036e6fe60769791e0dac36d2f680,purchase,2023-04-12 08:00:00.000000,745.0,745,67.0,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42.0,Debit Card,Bi-Weekly,2023-04,2023-04,Medium,Medium,Medium
746.0,99b96009653e0b49d152607cca9b1a24,view,2023-05-12 08:00:00.000000,746.0,746,46.0,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4.0,Venmo,Monthly,2023-05,2023-05,High,High,High
747.0,5a5379ceb12c4f1f339220b96048ad26,like,2023-06-12 08:00:00.000000,747.0,747,40.0,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47.0,Credit Card,Annually,2023-06,2023-06,Medium,Medium,Medium
748.0,57cf282b5587d3f2f809283c4cc78779,purchase,2023-07-12 08:00:00.000000,748.0,748,51.0,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13.0,Bank Transfer,Weekly,2023-07,2023-07,High,High,High
749.0,1722dc7993e15fa6e2007b898df1a1ae,purchase,2023-08-12 08:00:00.000000,749.0,749,35.0,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8.0,Bank Transfer,Quarterly,2023-08,2023-08,Low,Low,Low
750.0,87cb5ff4ce251243c3e842d85ec61ffc,view,2023-09-12 08:00:00.000000,750.0,750,56.0,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11.0,Debit Card,Quarterly,2023-09,2023-09,Medium,Medium,Medium
751.0,48f80efb1aa09922d99160c45c00e585,like,2023-10-12 08:00:00.000000,751.0,751,25.0,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5.0,Venmo,Annually,2023-10,2023-10,High,High,High
752.0,53b6b078c28b1df9e9d1b011798e5b8e,view,2023-11-12 08:00:00.000000,752.0,752,65.0,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1.0,Credit Card,Monthly,2023-11,2023-11,Medium,Medium,Medium
753.0,10bf8fbf6cf77f4f2451d0e5863082cf,like,2023-12-12 08:00:00.000000,753.0,753,39.0,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17.0,PayPal,Every 3 Months,2023-12,2023-12,High,High,High
770.0,02219a2cea8568b829119faeb89a018a,purchase,2023-01-01 00:00:00.000000,770.0,770,52.0,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8.0,PayPal,Monthly,2023-01,2023-01,High,High,High
775.0,785489ade16c9c888af9d6c1ca38bc3c,view,2023-01-01 10:00:00.000000,775.0,775,42.0,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11.0,Credit Card,Quarterly,2023-01,2023-01,Medium,Medium,Medium
776.0,fd2e06578a3e59f066c0d5241a44d1a7,like,2023-02-01 10:00:00.000000,776.0,776,49.0,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8.0,PayPal,Monthly,2023-02,2023-02,Medium,Medium,Medium
777.0,ef6471dac1a966d77b075669f1c4dc57,view,2023-03-01 10:00:00.000000,777.0,777,49.0,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8.0,Venmo,Every 3 Months,2023-03,2023-03,Medium,Medium,Medium
778.0,80f6d3aa1ef6dfb71eca87ab3407b870,like,2023-04-01 10:00:00.000000,778.0,778,55.0,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37.0,Venmo,Weekly,2023-04,2023-04,Low,Low,Low
779.0,0f360728a5a4b8374722b472a97fbe70,purchase,2023-05-01 10:00:00.000000,779.0,779,29.0,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23.0,Debit Card,Annually,2023-05,2023-05,Medium,Medium,Medium
780.0,7dccc6873676382e599b51ab9ad9b508,view,2023-10-10 08:00:00.000000,780.0,780,60.0,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38.0,Cash,Annually,2023-10,2023-10,High,High,High
781.0,b502c36b512e6f0475b08c0b7ce1ba86,like,2023-11-10 08:00:00.000000,781.0,781,34.0,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38.0,Cash,Quarterly,2023-11,2023-11,Low,Low,Low
782.0,81e9e84e9195ddf50756a3b02c0caf43,view,2023-12-10 08:00:00.000000,782.0,782,30.0,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12.0,Credit Card,Fortnightly,2023-12,2023-12,Low,Low,Low
802.0,d35a70d338676470fb62dfa8936d791a,like,2023-01-11 08:00:00.000000,802.0,802,25.0,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12.0,Credit Card,Fortnightly,2023-01,2023-01,Low,Low,Low
803.0,74127b66edaeae96f9f8fb8e2128acf4,view,2023-02-11 08:00:00.000000,803.0,803,38.0,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2.0,Bank Transfer,Weekly,2023-02,2023-02,Low,Low,Low
804.0,4c972f9d7df35c7c3c2fb3ef9f69b678,like,2023-03-11 08:00:00.000000,804.0,804,32.0,Male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30.0,Venmo,Every 3 Months,2023-03,2023-03,Low,Low,Low
805.0,59db9b2b8b0bc67105a8fa2c958386db,like,2023-04-11 08:00:00.000000,805.0,805,43.0,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28.0,Venmo,Quarterly,2023-04,2023-04,Medium,Medium,Medium
